company,segment,cost_center,account,ico,location,journal_name,period,type,tran_type,Entry Type,USD Amt
B1,40,1932,14452,1339,ZAZ,BMY Cost Adjustments AFBS GAINS Allocation USD,Feb,Software,Additions,Manual, -   
B1,66,1932,14452,862,ZAZ,BMY Cost Adjustments AFBS GAINS Allocation USD,Feb,Training,Additions,Manual, -   
B24,100,1932,14452,3139,ZAZ,BMY Cost Adjustments AFBS GAINS Allocation USD,Feb,Marketing,Additions,Manual, -   
B23,22,1932,14452,468,YUX,CIP Addition USD,Feb,Services,Additions,Subledger, -   
B23,93,1932,14452,6226,YUX,CIP Addition USD,Feb,Services,Additions,Subledger, -   
C25,73,5,14452,5082,ZHY,Oracle reval,Feb,Marketing,,Manual, -   
B24,37,1932,14452,7115,BMY,BMY osesv DNA WW 742.0 OSESV AFBS Components Sales to RI Additions US,Feb,Training,Transfers,Manual,472562
A0,16,1932,14452,7241,BRA,BMY trade gains Accrual USD MAR,Feb,Employee,Additions,Manual,223472
A0,85,1932,14452,3768,BRA,Addition USD,Feb,Marketing,Additions,Subledger,142292
B24,97,1932,14452,8230,CCC,Addition USD,Feb,Training,Additions,Subledger,113211
A0,69,1932,14452,5194,CCC,BMY trade gains Accrual USD MAR,Feb,Insurance,Additions,Manual,102910
B24,18,1932,14452,7149,CDG,Addition USD,Feb,Rent,Additions,Subledger,91702
A0,79,1932,14452,2701,CXT,BMY trade gains Accrual USD MAR,Feb,Services,Additions,Manual,77632
B1,42,1932,14452,2113,CVG,Addition USD,Feb,Office,Additions,Subledger,75722
C25,28,1932,14452,2880,DCA,Addition USD,Feb,Travel,Additions,Subledger,70512
C25,18,1932,14452,7145,DCA,BMY trade gains Accrual USD MAR,Feb,Insurance,Additions,Manual,67901
B24,100,1932,14452,8224,DEX,Addition USD,Feb,Software,Additions,Subledger,63535
A0,84,1932,14452,5453,DFW,BMY trade gains Accrual USD MAR,Feb,Marketing,Additions,Manual,52025
C25,23,1932,14452,9952,DUB,BMY trade gains Accrual USD MAR,Feb,Software,Additions,Manual,46931
B22,36,1932,14452,2294,DUB,BMY trade gains Accrual USD MAR,Feb,Software,Additions,Manual,46242
B22,99,1932,14452,8029,DUB,BMY trade gains IC ADJ Accrual USD FEB,Feb,Marketing,Additions,Manual,46216
C25,75,1932,14452,669,DUB,Addition EUR,Feb,Travel,Additions,Subledger,46102
A0,49,1932,14452,859,DUB,BMY trade gains Accrual USD MAR,Feb,Travel,Additions,Manual,39037
B1,19,1932,14452,7650,DUB,BMY trade gains Accrual USD MAR,Feb,Marketing,Additions,Manual,36950
B23,44,1932,14452,7131,DUB,Addition USD,Feb,Insurance,Additions,Subledger,35955
B22,16,1932,14452,2762,DXB,BMY trade gains Accrual USD MAR,Feb,Office,Additions,Manual,35001
A0,11,1932,14452,661,FFZ,Addition USD,Feb,Insurance,Additions,Subledger,32794
B23,65,1932,14452,9736,FRA,Addition USD,Feb,Training,Additions,Subledger,30543
B1,67,1932,14452,4722,FRA,BMY trade gains IC ADJ Accrual USD FEB,Feb,Software,Additions,Manual,30524
B22,78,1932,14452,1305,FRA,Addition EUR,Feb,Rent,Additions,Subledger,30501
C25,54,1932,14452,8162,FRA,Addition USD,Feb,Travel,Additions,Subledger,30201
B1,74,1932,14452,8846,CDG,BMY osesv DNA WW 742.0 OSESV AFBS Components Sales to RI Additions US,Feb,Office,Transfers,Manual,26141
B1,25,1932,14452,3012,FTX,BMY trade gains Accrual USD MAR,Feb,Software,Additions,Manual,25502
C25,90,1932,14452,3411,CGK,Addition USD,Feb,Insurance,Additions,Subledger,25114
A0,97,1932,14452,8115,FTX,BMY trade gains Accrual USD MAR,Feb,Travel,Additions,Manual,24707
C25,21,1932,14452,4279,FTX,Addition USD,Feb,Insurance,Additions,Subledger,24396
B1,64,1932,14452,4982,FTX,Addition USD,Feb,Software,Additions,Subledger,24342
B1,44,1932,14452,5339,FTX,Addition USD,Feb,Office,Additions,Subledger,24299
C25,62,1932,14452,7767,FTX,Addition USD,Feb,Employee,Additions,Subledger,24224
B22,35,1932,14452,8276,CXT,BMY trade gains Accrual USD MAR,Feb,Training,Additions,Manual,23462
A0,41,1932,14452,6549,FTX,Addition USD,Feb,Services,Additions,Subledger,22652
A0,61,1932,14452,8720,CXH,Addition USD,Feb,Marketing,Additions,Subledger,22213
B1,95,1932,14452,5375,FTX,BMY trade gains Accrual USD MAR,Feb,Services,Additions,Manual,22027
B23,95,1932,14452,9034,FTX,Addition USD,Feb,Office,Additions,Subledger,21662
B23,46,1932,14452,7099,CXT,Addition USD,Feb,Office,Additions,Subledger,21456
C25,15,1932,14452,549,FTX,BMY trade gains Accrual USD MAR,Feb,Training,Additions,Manual,20739
B24,51,1932,14452,7348,FTX,BMY trade gains Accrual USD MAR,Feb,Office,Additions,Manual,20690
B1,100,1932,14452,8519,FTX,BMY trade gains Accrual USD MAR,Feb,Services,Additions,Manual,20321
B24,86,1932,14452,2625,FTX,BMY trade gains IC ADJ Accrual USD FEB,Feb,Software,Additions,Manual,20102
B22,42,1932,14452,9881,FTX,BMY trade gains IC ADJ Accrual USD FEB,Feb,Insurance,Additions,Manual,20102
B22,100,1932,14452,5194,FTX,BMY trade gains Accrual USD MAR,Feb,Employee,Additions,Manual,17561
A0,63,1932,14452,5642,FTX,Addition EUR,Feb,Software,Additions,Subledger,16912
B1,42,1932,14452,2385,FTX,Addition USD,Feb,Software,Additions,Subledger,16402
B23,31,1932,14452,6772,FTX,BMY trade gains Accrual USD MAR,Feb,Office,Additions,Manual,16322
A0,52,1932,14452,380,FTX,BMY trade gains IC ADJ Accrual USD FEB,Feb,Employee,Additions,Manual,16269
B23,20,1932,14452,7485,FTX,BMY trade gains Accrual USD MAR,Feb,Travel,Additions,Manual,16071
B22,48,1932,14452,3814,FTX,Addition USD,Feb,Travel,Additions,Subledger,15977
B23,32,1932,14452,8453,FTX,BMY trade gains IC ADJ Accrual USD FEB,Feb,Employee,Additions,Manual,15646
A0,30,1932,14452,7018,FTX,Addition EUR,Feb,Marketing,Additions,Subledger,15622
B24,38,1932,14452,7424,FTX,Addition USD,Feb,Office,Additions,Subledger,15414
B24,33,1932,14452,6792,FTX,Addition USD,Feb,Software,Additions,Subledger,15352
C25,90,1932,14452,2086,FTX,BMY trade gains Accrual USD MAR,Feb,Insurance,Additions,Manual,15245
A0,52,1932,14452,3863,FTX,BMY trade gains Accrual USD MAR,Feb,Services,Additions,Manual,14976
C25,41,1932,14452,1438,FTX,BMY trade gains Accrual USD MAR,Feb,Insurance,Additions,Manual,14622
B23,72,1932,14452,4492,FTX,Addition USD,Feb,Travel,Additions,Subledger,14534
B24,64,1932,14452,9602,FTX,BMY trade gains Accrual USD MAR,Feb,Travel,Additions,Manual,14530
C25,69,1932,14452,868,FTX,BMY trade gains Accrual USD MAR,Feb,Services,Additions,Manual,13775
B24,13,1932,14452,3046,FTX,Addition USD,Feb,Office,Additions,Subledger,13724
B24,62,1932,14452,3634,FTX,Addition EUR,Feb,Training,Additions,Subledger,13465
B22,96,1932,14452,468,FTX,BMY trade gains IC ADJ Accrual USD FEB,Feb,Software,Additions,Manual,13452
A0,39,1932,14452,7476,FTX,Addition USD,Feb,Services,Additions,Subledger,13421
B24,60,1932,14452,7283,FTX,BMY trade gains IC ADJ Accrual USD FEB,Feb,Marketing,Additions,Manual,13244
A0,36,1932,14452,947,FTX,BMY trade gains IC ADJ Accrual USD FEB,Feb,Training,Additions,Manual,12943
B23,34,1915,14452,9872,FTX,Addition USD,Feb,Rent,Additions,Subledger,12703
B23,81,1932,14452,3689,FTX,Addition EUR,Feb,Employee,Additions,Subledger,12651
C25,69,1932,14452,5481,FTX,BMY trade gains IC ADJ Accrual USD FEB,Feb,Employee,Additions,Manual,12641
B23,47,1932,14452,7886,FTX,BMY trade gains IC ADJ Accrual USD FEB,Feb,Marketing,Additions,Manual,12572
B1,53,1932,14452,4092,FTX,BMY trade gains Accrual USD MAR,Feb,Insurance,Additions,Manual,12313
B23,25,1932,14452,7645,FTX,BMY trade gains Accrual USD MAR,Feb,Software,Additions,Manual,12312
C25,71,1932,14452,9878,FTX,BMY trade gains Accrual USD MAR,Feb,Software,Additions,Manual,12271
B23,86,1932,14452,4163,FTX,BMY trade gains Accrual USD MAR,Feb,Employee,Additions,Manual,12222
B23,43,1932,14452,3101,FTX,Addition USD,Feb,Employee,Additions,Subledger,12076
B22,31,1932,14452,4479,FTX,BMY trade gains Accrual USD MAR,Feb,Rent,Additions,Manual,12072
B22,69,1932,14452,8574,FTX,BMY trade gains Accrual USD MAR,Feb,Insurance,Additions,Manual,12033
B24,38,1932,14452,9810,FTX,Addition USD,Feb,Employee,Additions,Subledger,11762
B24,57,1932,14452,4635,FTX,Addition USD,Feb,Rent,Additions,Subledger,11607
B24,44,1932,14452,3191,FTX,BMY trade gains Accrual USD MAR,Feb,Services,Additions,Manual,11606
B22,66,1932,14452,3821,FTX,BMY trade gains IC ADJ Accrual USD FEB,Feb,Office,Additions,Manual,11493
A0,76,1932,14452,9945,FTX,BMY trade gains IC ADJ Accrual USD FEB,Feb,Services,Additions,Manual,11432
A0,57,1932,14452,9711,FTX,Addition USD,Feb,Marketing,Additions,Subledger,11427
C25,83,1932,14452,4799,FTX,BMY trade gains Accrual USD MAR,Feb,Rent,Additions,Manual,11426
B1,27,1932,14452,3919,FTX,Addition EUR,Feb,Rent,Additions,Subledger,11400
B22,48,1932,14452,3262,FTX,BMY trade gains Accrual USD MAR,Feb,Travel,Additions,Manual,11225
B22,58,1932,14452,4613,FTX,BMY trade gains Accrual USD MAR,Feb,Software,Additions,Manual,11212
B24,84,1932,14452,8217,FTX,BMY trade gains IC ADJ Accrual USD MAR,Feb,Software,Additions,Manual,10770
C25,40,1932,14452,3737,FTX,Addition USD,Feb,Office,Additions,Subledger,10700
B24,48,1932,14452,2126,FTX,Addition USD,Feb,Employee,Additions,Subledger,10400
A0,23,1932,14452,2164,FTX,BMY trade gains Accrual USD MAR,Feb,Services,Additions,Manual,10229
B1,13,1932,14452,8672,FTX,Addition GBP,Feb,Insurance,Additions,Subledger,10225
C25,97,1932,14452,3656,FTX,BMY trade gains IC ADJ Accrual USD FEB,Feb,Marketing,Additions,Manual,10217
B1,61,1932,14452,6147,FTX,BMY trade gains Accrual USD MAR,Feb,Services,Additions,Manual,10155
B1,39,1932,14452,2450,FTX,BMY trade gains IC ADJ Accrual USD FEB,Feb,Rent,Additions,Manual,10054
C25,45,1932,14452,187,FTX,BMY trade gains IC ADJ Accrual USD FEB,Feb,Training,Additions,Manual,9471
B24,66,1932,14452,2728,FTX,Addition USD,Feb,Training,Additions,Subledger,9272
C25,42,1932,14452,2888,FTX,BMY trade gains Accrual USD MAR,Feb,Office,Additions,Manual,9271
B22,61,1932,14452,1160,FTX,BMY trade gains Accrual USD MAR,Feb,Office,Additions,Manual,9264
A0,11,1932,14452,6019,FTX,Addition USD,Feb,Software,Additions,Subledger,9205
B22,71,1932,14452,4115,FTX,Addition INR,Feb,Software,Additions,Subledger,9162
B24,92,1932,14452,3296,FTX,BMY trade gains IC ADJ Accrual USD FEB,Feb,Training,Additions,Manual,9154
C25,98,1932,14452,172,FTX,Addition USD,Feb,Employee,Additions,Subledger,9035
A0,62,1932,14452,7656,FTX,Addition SEK,Feb,Insurance,Additions,Subledger,7965
B24,90,1932,14452,7975,FTX,BMY trade gains IC ADJ Accrual USD FEB,Feb,Rent,Additions,Manual,7935
C25,51,1932,14452,5514,FTX,Addition USD,Feb,Travel,Additions,Subledger,7930
B23,18,1932,14452,958,FTX,Addition USD,Feb,Insurance,Additions,Subledger,7909
B22,45,1932,14452,1845,FTX,Addition GBP,Feb,Software,Additions,Subledger,7762
B1,94,1932,14452,2335,FTX,BMY trade gains IC ADJ Accrual USD FEB,Feb,Rent,Additions,Manual,7752
A0,80,1932,14452,7569,FTX,BMY trade gains Accrual USD MAR,Feb,Training,Additions,Manual,7570
B1,78,1932,14452,4945,FTX,BMY trade gains Accrual USD MAR,Feb,Employee,Additions,Manual,7547
C25,47,1932,14452,1292,FTX,Addition USD,Feb,Training,Additions,Subledger,7372
B24,26,1932,14452,8184,FTX,BMY trade gains Accrual USD MAR,Feb,Office,Additions,Manual,7372
C25,82,1932,14452,1437,FTX,BMY trade gains Accrual USD MAR,Feb,Training,Additions,Manual,7340
A0,60,1932,14452,485,FTX,BMY trade gains Accrual USD MAR,Feb,Travel,Additions,Manual,7226
A0,79,1932,14452,5833,FTX,Addition USD,Feb,Software,Additions,Subledger,7224
B23,66,1932,14452,3807,FTX,Addition USD,Feb,Rent,Additions,Subledger,7205
B24,24,1932,14452,5638,FTX,Addition EUR,Feb,Travel,Additions,Subledger,7124
C25,54,1932,14452,1727,FTX,BMY trade gains IC ADJ Accrual USD FEB,Feb,Insurance,Additions,Manual,7096
B1,56,1932,14452,3239,FTX,BMY trade gains IC ADJ Accrual USD FEB,Feb,Marketing,Additions,Manual,7023
B1,33,1932,14452,6028,FTX,Addition USD,Feb,Rent,Additions,Subledger,7005
A0,86,1932,14452,3421,FTX,BMY trade gains Accrual USD MAR,Feb,Insurance,Additions,Manual,7003
A0,89,1932,14452,4947,FTX,BMY trade gains IC ADJ Accrual USD FEB,Feb,Services,Additions,Manual,6750
B23,37,1932,14452,5563,FTX,Addition EUR,Feb,Software,Additions,Subledger,6742
C25,54,1932,14452,7842,FTX,Addition GBP,Feb,Rent,Additions,Subledger,6690
C25,27,1932,14452,1400,FTX,BMY trade gains IC ADJ Accrual USD FEB,Feb,Marketing,Additions,Manual,6622
C25,47,1932,14452,1778,FTX,BMY trade gains Accrual USD MAR,Feb,Services,Additions,Manual,6610
B1,11,1932,14452,329,FTX,Addition USD,Feb,Software,Additions,Subledger,6609
B22,35,1932,14452,8447,FTX,BMY trade gains IC ADJ Accrual USD MAR,Feb,Rent,Additions,Manual,6607
B22,75,1932,14452,5013,FTX,BMY trade gains IC ADJ Accrual USD MAR,Feb,Services,Additions,Manual,6462
C25,43,1932,14452,1176,FTX,BMY trade gains IC ADJ Accrual USD MAR,Feb,Software,Additions,Manual,6462
B1,25,1932,14452,2977,FTX,Addition USD,Feb,Travel,Additions,Subledger,6252
A0,48,1932,14452,1010,FTX,BMY trade gains Accrual USD MAR,Feb,Employee,Additions,Manual,6252
C25,72,1932,14452,6437,FTX,BMY trade gains IC ADJ Accrual USD FEB,Feb,Training,Additions,Manual,6252
A0,90,1932,14452,4532,FTX,Addition AUD,Feb,Services,Additions,Subledger,6247
B24,29,1932,14452,6111,FTX,BMY trade gains Accrual USD MAR,Feb,Services,Additions,Manual,6247
B1,40,1932,14452,6632,FTX,Addition JPY,Feb,Training,Additions,Subledger,6175
B22,39,1932,14452,4237,FTX,BMY trade gains IC ADJ Accrual USD FEB,Feb,Marketing,Additions,Manual,6149
A0,64,1932,14452,3198,FTX,Addition USD,Feb,Software,Additions,Subledger,6143
A0,95,1932,14452,8448,FTX,BMY trade gains Accrual USD MAR,Feb,Rent,Additions,Manual,6023
B23,49,1932,14452,3660,FTX,BMY trade gains Accrual USD MAR,Feb,Travel,Additions,Manual,6022
B1,60,1932,14452,2894,FTX,BMY trade gains Accrual USD MAR,Feb,Travel,Additions,Manual,5774
A0,66,1932,14452,338,FTX,BMY trade gains Accrual USD MAR,Feb,Employee,Additions,Manual,5762
B24,30,1932,14452,5192,FTX,Addition USD,Feb,Rent,Additions,Subledger,5742
C25,100,1932,14452,6753,FTX,BMY trade gains Accrual USD MAR,Feb,Training,Additions,Manual,5603
C25,45,1932,14452,519,FTX,BMY trade gains IC ADJ Accrual USD MAR,Feb,Services,Additions,Manual,5602
B1,50,1932,14452,2047,FTX,BMY trade gains Accrual USD MAR,Feb,Marketing,Additions,Manual,5527
C25,97,1932,14452,8876,FTX,BMY trade gains Accrual USD MAR,Feb,Office,Additions,Manual,5492
A0,77,1932,14452,750,FTX,BMY trade gains Accrual USD MAR,Feb,Marketing,Additions,Manual,5462
C25,39,1932,14452,9272,FTX,BMY trade gains Accrual USD MAR,Feb,Travel,Additions,Manual,5442
B23,66,1932,14452,2865,FTX,BMY trade gains Accrual USD MAR,Feb,Office,Additions,Manual,5427
C25,28,1915,14452,3277,FTX,BMY trade gains Accrual USD MAR,Feb,Services,Additions,Manual,5373
B22,21,1932,14452,8660,FTX,BMY trade gains Accrual USD MAR,Feb,Training,Additions,Manual,5357
A0,31,1915,14452,7424,FTX,Addition USD,Feb,Insurance,Additions,Subledger,5264
C25,25,1932,14452,3866,FTX,BMY trade gains Accrual USD MAR,Feb,Software,Additions,Manual,5264
A0,95,1915,14452,996,FTX,Addition USD,Feb,Rent,Additions,Subledger,5262
C25,29,1932,14452,9114,FTX,BMY trade gains Accrual USD MAR,Feb,Rent,Additions,Manual,5262
B23,27,1932,14452,9753,FTX,BMY trade gains IC ADJ Accrual USD FEB,Feb,Employee,Additions,Manual,5253
B24,36,1932,14452,8151,FTX,Addition AUD,Feb,Training,Additions,Subledger,5242
C25,86,1932,14452,5497,FTX,BMY trade gains Accrual USD MAR,Feb,Rent,Additions,Manual,5241
B22,84,1932,14452,9966,FTX,BMY trade gains Accrual USD MAR,Feb,Travel,Additions,Manual,5227
B24,75,1932,14452,6914,FTX,BMY trade gains Accrual USD MAR,Feb,Travel,Additions,Manual,5226
B23,24,1932,14452,4533,FTX,BMY trade gains Accrual USD MAR,Feb,Travel,Additions,Manual,5225
A0,13,1932,14452,7862,FTX,BMY trade gains Accrual USD MAR,Feb,Software,Additions,Manual,5213
B1,46,1932,14452,4861,FTX,Addition USD,Feb,Travel,Additions,Subledger,5205
C25,92,1932,14452,810,FTX,Addition USD,Feb,Training,Additions,Subledger,5192
B1,70,1932,14452,7288,FTX,BMY trade gains Accrual USD MAR,Feb,Training,Additions,Manual,5146
A0,71,1932,14452,249,FTX,BMY trade gains IC ADJ Accrual USD MAR,Feb,Rent,Additions,Manual,5024
A0,60,1932,14452,2949,FTX,BMY trade gains Accrual USD MAR,Feb,Rent,Additions,Manual,5019
C25,22,1932,14452,4799,FTX,Addition USD,Feb,Services,Additions,Subledger,4991
C25,60,1932,14452,4800,FTX,BMY trade gains IC ADJ Accrual USD FEB,Feb,Insurance,Additions,Manual,4927
A0,47,1932,14452,6566,FTX,Addition EUR,Feb,Insurance,Additions,Subledger,4925
C25,99,1932,14452,6064,FTX,Addition EUR,Feb,Employee,Additions,Subledger,4799
B1,50,1932,14452,6907,FTX,BMY trade gains IC ADJ Accrual USD FEB,Feb,Training,Additions,Manual,4772
B1,79,1915,14452,9677,FTX,BMY trade gains IC ADJ Accrual USD MAR,Feb,Office,Additions,Manual,4753
B23,17,1915,14452,2627,FTX,BMY trade gains Accrual USD MAR,Feb,Services,Additions,Manual,4752
A0,11,1932,14452,5553,FTX,Addition KRW,Feb,Software,Additions,Subledger,4751
B1,97,1932,14452,6853,FTX,Addition EUR,Feb,Marketing,Additions,Subledger,4747
B24,86,1932,14452,1762,FTX,BMY trade gains IC ADJ Accrual USD FEB,Feb,Travel,Additions,Manual,4744
B24,76,1932,14452,1792,FTX,BMY trade gains IC ADJ Accrual USD FEB,Feb,Employee,Additions,Manual,4737
A0,79,1932,14452,7056,FTX,BMY Cost Adjustments AFBS GAINS Allocation USD,Feb,Employee,Additions,Manual,4732
B24,87,1932,14452,2714,FTX,Addition USD,Feb,Office,Additions,Subledger,4722
B22,39,1932,14452,4548,FTX,Addition CAD,Feb,Software,Additions,Subledger,4711
C25,24,1932,14452,8195,FTX,Addition USD,Feb,Office,Additions,Subledger,4669
C25,63,1932,14452,7581,FTX,BMY trade gains IC ADJ Accrual USD FEB,Feb,Insurance,Additions,Manual,4576
B23,56,1932,14452,3845,FTX,Addition USD,Feb,Training,Additions,Subledger,4565
A0,50,1932,14452,9508,FTX,Addition USD,Feb,Insurance,Additions,Subledger,4565
B23,40,1932,14452,9283,FTX,BMY trade gains Accrual USD MAR,Feb,Rent,Additions,Manual,4565
B22,79,1932,14452,9780,FTX,Addition SEK,Feb,Rent,Additions,Subledger,4564
B22,40,1932,14452,5855,FTX,Addition EUR,Feb,Services,Additions,Subledger,4461
B23,87,1932,14452,2590,FTX,BMY trade gains Accrual USD MAR,Feb,Services,Additions,Manual,4452
B23,96,1932,14452,8052,FTX,BMY trade gains IC ADJ Accrual USD FEB,Feb,Rent,Additions,Manual,4440
B22,20,1932,14452,3776,FTX,Addition USD,Feb,Office,Additions,Subledger,4356
B1,67,1932,14452,6132,FTX,BMY trade gains Accrual USD MAR,Feb,Travel,Additions,Manual,4323
A0,76,1932,14452,3385,FTX,BMY trade gains Accrual USD MAR,Feb,Marketing,Additions,Manual,4314
C25,41,1932,14452,7956,FTX,BMY trade gains Accrual USD MAR,Feb,Rent,Additions,Manual,4297
A0,39,1932,14452,776,FTX,BMY trade gains IC ADJ Accrual USD FEB,Feb,Services,Additions,Manual,4234
A0,17,1932,14452,3227,FTX,Addition AUD,Feb,Software,Additions,Subledger,4213
B22,61,1932,14452,470,FTX,Addition INR,Feb,Software,Additions,Subledger,4209
A0,97,1932,14452,6598,FTX,BMY trade gains IC ADJ Accrual USD FEB,Feb,Insurance,Additions,Manual,4205
C25,30,1932,14452,7337,FTX,BMY trade gains IC ADJ Accrual USD FEB,Feb,Employee,Additions,Manual,4201
C25,57,1932,14452,6206,FTX,Addition USD,Feb,Insurance,Additions,Subledger,4150
B1,11,1932,14452,9614,FTX,BMY trade gains Accrual USD MAR,Feb,Insurance,Additions,Manual,4146
B23,35,1915,14452,8860,FTX,BMY trade gains Accrual USD MAR,Feb,Insurance,Additions,Manual,4074
B1,31,1915,14452,7046,FTX,BMY trade gains Accrual USD MAR,Feb,Software,Additions,Manual,4073
C25,76,1932,14452,7231,FTX,BMY trade gains Accrual USD MAR,Feb,Insurance,Additions,Manual,4072
B1,71,1932,14452,2299,FTX,BMY trade gains Accrual USD MAR,Feb,Services,Additions,Manual,4054
C25,82,1932,14452,9171,FTX,Addition INR,Feb,Software,Additions,Subledger,4033
C25,67,1932,14452,7639,FTX,BMY trade gains IC ADJ Accrual USD FEB,Feb,Insurance,Additions,Manual,4029
B22,41,1932,14452,9477,FTX,BMY trade gains Accrual USD MAR,Feb,Employee,Additions,Manual,4019
B23,16,1932,14452,7217,FTX,Addition USD,Feb,Rent,Additions,Subledger,4011
B22,89,1932,14452,9533,FTX,BMY trade gains Accrual USD MAR,Feb,Software,Additions,Manual,3999
C25,21,1932,14452,1238,FTX,BMY trade gains Accrual USD MAR,Feb,Office,Additions,Manual,3927
B23,77,1915,14452,7672,FTX,Addition USD,Feb,Employee,Additions,Subledger,3910
C25,52,1932,14452,6616,FTX,BMY trade gains Accrual USD MAR,Feb,Insurance,Additions,Manual,3907
B1,25,1932,14452,6986,FTX,BMY trade gains IC ADJ Accrual USD FEB,Feb,Software,Additions,Manual,3790
B24,98,1932,14452,2860,FTX,BMY trade gains Accrual USD MAR,Feb,Travel,Additions,Manual,3734
B23,82,1932,14452,1220,FTX,BMY trade gains IC ADJ Accrual USD MAR,Feb,Services,Additions,Manual,3713
B1,77,1932,14452,5258,FTX,BMY trade gains Accrual USD MAR,Feb,Employee,Additions,Manual,3710
B1,15,1932,14452,2626,FTX,BMY trade gains Accrual USD MAR,Feb,Insurance,Additions,Manual,3707
A0,97,1932,14452,783,FTX,BMY trade gains Accrual USD MAR,Feb,Services,Additions,Manual,3635
B1,53,1932,14452,2640,FTX,Addition USD,Feb,Travel,Additions,Subledger,3614
C25,69,1932,14452,4561,FTX,Addition USD,Feb,Insurance,Additions,Subledger,3596
B24,79,1932,14452,2252,FTX,Addition USD,Feb,Training,Additions,Subledger,3577
C25,36,1932,14452,1843,FTX,BMY trade gains Accrual USD MAR,Feb,Office,Additions,Manual,3572
B22,49,1932,14452,427,FTX,Addition USD,Feb,Travel,Additions,Subledger,3525
C25,58,1932,14452,5547,FTX,Addition EUR,Feb,Marketing,Additions,Subledger,3516
C25,23,1932,14452,6792,FTX,BMY trade gains IC ADJ Accrual USD FEB,Feb,Insurance,Additions,Manual,3516
B24,94,1932,14452,9532,FTX,BMY trade gains IC ADJ Accrual USD FEB,Feb,Software,Additions,Manual,3501
B1,79,1932,14452,9115,FTX,BMY trade gains IC ADJ Accrual USD FEB,Feb,Travel,Additions,Manual,3499
C25,17,1932,14452,1702,FTX,BMY trade gains IC ADJ Accrual USD MAR,Feb,Travel,Additions,Manual,3465
A0,31,1932,14452,4734,FTX,BMY trade gains Accrual USD MAR,Feb,Marketing,Additions,Manual,3461
B23,91,1915,14452,9425,FTX,Addition EUR,Feb,Services,Additions,Subledger,3443
B1,22,1915,14452,9604,FTX,BMY trade gains IC ADJ Accrual USD FEB,Feb,Services,Additions,Manual,3443
C25,71,1932,14452,3728,FTX,BMY trade gains Accrual USD MAR,Feb,Software,Additions,Manual,3430
B23,22,1932,14452,4028,FTX,BMY trade gains Accrual USD MAR,Feb,Services,Additions,Manual,3424
A0,48,1932,14452,7405,FTX,Addition USD,Feb,Training,Additions,Subledger,3396
A0,20,1932,14452,9101,FTX,Addition EUR,Feb,Software,Additions,Subledger,3394
B23,58,1932,14452,4248,FTX,BMY trade gains IC ADJ Accrual USD FEB,Feb,Services,Additions,Manual,3323
B24,11,1932,14452,4646,FTX,BMY trade gains Accrual USD MAR,Feb,Training,Additions,Manual,3274
B23,47,1932,14452,4660,FTX,Addition USD,Feb,Employee,Additions,Subledger,3264
A0,60,1932,14452,3298,FTX,BMY trade gains Accrual USD MAR,Feb,Employee,Additions,Manual,3252
C25,76,1932,14452,7886,FTX,BMY trade gains Accrual USD MAR,Feb,Rent,Additions,Manual,3244
B23,63,1932,14452,7536,FTX,BMY trade gains Accrual USD MAR,Feb,Insurance,Additions,Manual,3243
B1,60,1932,14452,9051,FTX,BMY trade gains IC ADJ Accrual USD MAR,Feb,Travel,Additions,Manual,3231
C25,100,1932,14452,4398,FTX,BMY trade gains Accrual USD MAR,Feb,Software,Additions,Manual,3229
B22,33,1932,14452,3005,FTX,Addition USD,Feb,Software,Additions,Subledger,3215
B1,18,1932,14452,280,FTX,BMY trade gains IC ADJ Accrual USD FEB,Feb,Insurance,Additions,Manual,3209
B23,75,1932,14452,8471,FTX,Addition USD,Feb,Marketing,Additions,Subledger,3205
B1,51,1932,14452,7330,FTX,Addition USD,Feb,Services,Additions,Subledger,3159
B22,87,1932,14452,2938,FTX,Addition USD,Feb,Marketing,Additions,Subledger,3153
B1,72,1932,14452,9143,FTX,Addition EUR,Feb,Training,Additions,Subledger,3146
B24,90,1932,14452,5024,FTX,BMY trade gains IC ADJ Accrual USD FEB,Feb,Travel,Additions,Manual,3137
A0,71,1932,14452,983,FTX,BMY trade gains Accrual USD MAR,Feb,Rent,Additions,Manual,3134
C25,72,1932,14452,9173,FTX,BMY trade gains Accrual USD MAR,Feb,Rent,Additions,Manual,3060
B23,53,1932,14452,2897,FTX,Addition USD,Feb,Services,Additions,Subledger,3027
A0,65,1915,14452,2968,FTX,BMY trade gains Accrual USD MAR,Feb,Employee,Additions,Manual,3025
C25,43,1932,14452,255,FTX,BMY trade gains Accrual USD MAR,Feb,Marketing,Additions,Manual,3017
C25,56,1932,14452,8582,FTX,Addition USD,Feb,Employee,Additions,Subledger,3011
B23,10,1932,14452,6222,FTX,BMY trade gains Accrual USD MAR,Feb,Marketing,Additions,Manual,2997
B22,91,1915,14452,6039,FTX,BMY trade gains IC ADJ Accrual USD MAR,Feb,Office,Additions,Manual,2970
B23,62,1932,14452,748,FTX,BMY trade gains Accrual USD MAR,Feb,Marketing,Additions,Manual,2952
B1,38,1932,14452,149,FTX,BMY trade gains Accrual USD MAR,Feb,Employee,Additions,Manual,2952
C25,55,1915,14452,4299,FTX,CIP Addition USD,Feb,Insurance,Additions,Subledger,2935
